chemical_name	cas_no	Drug Name	CAS Number	UNII	Pharmacology Classification	Pharmacology Description	Indication
1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol		1-((1-O-octadecyl-2-O-methylglycero)phospho)-3-deoxy-myo-inositol					
1-((2-methylbenzofuran-3-yl)methyl)-3-(thiophen-2-ylmethyl)urea		1-[(2-Methyl-1-benzofuran-3-yl)methyl]-3-(thiophen-2-ylmethyl)urea					
1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine		1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine					
1-((4-(aminocarbonyl)pyridinio)trimethylene)-2-((hydroxyimino)methyl)pyridinium		1-((4-(aminocarbonyl)pyridinio)trimethylene)-2-((hydroxyimino)methyl)pyridinium					
1-((4-cyano-4-pyridin-2-ylpiperidin-1-yl)methyl)-4-oxo-4H-quinolizine-3-carboxylic acid		1-((4-cyano-4-pyridin-2-ylpiperidin-1-yl)methyl)-4-oxo-4H-quinolizine-3-carboxylic acid					
1-((4-fluorobenzoylamino)ethyl)-4-(7-methoxy-1-naphthyl)piperazine hydrochloride	135721-98-1	S 14506 hydrochloride	135721-98-1	098102RI3W			
1-((4-methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole	162054-19-5	1-((4-Methylsulfonyl)phenyl)-3-trifluoromethyl-5-(4-fluorophenyl)pyrazole	162054-19-5	SVT5HFY7J5	Cyclooxygenase Inhibitors	Compounds or agents that combine with cyclooxygenase (PROSTAGLANDIN-ENDOPEROXIDE SYNTHASES) and thereby prevent its substrate-enzyme combination with arachidonic acid and the formation of eicosanoids, prostaglandins, and thromboxanes. (See all compounds classified as Cyclooxygenase Inhibitors.)	
1-((4,5-bis(4-methoxyphenyl)-2-thiazoyl)carbonyl)-4-methylpiperazine	130717-51-0	FR 122047 hydrochloride	130717-51-0		Cyclooxygenase Inhibitors	Compounds or agents that combine with cyclooxygenase (PROSTAGLANDIN-ENDOPEROXIDE SYNTHASES) and thereby prevent its substrate-enzyme combination with arachidonic acid and the formation of eicosanoids, prostaglandins, and thromboxanes. (See all compounds classified as Cyclooxygenase Inhibitors.)	
1-((5-(1-aminoethyl)-2-(8-methoxy-2-(triflurormethyl)-5-quinolinyl)-4-oxazolyl) carbonyl)-4-((cyclopropylcarbonyl)amino)proline ethyl ester		1-((5-(1-aminoethyl)-2-(8-methoxy-2-(triflurormethyl)-5-quinolinyl)-4-oxazolyl) carbonyl)-4-((cyclopropylcarbonyl)amino)proline ethyl ester					
1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine		1-[(5-chloro-1H-indol-2-yl)carbonyl]-4-methylpiperazine	459168-41-3	4H1AU2V37X			
1-((fluoro(methyl)phosphoryl)oxy)-3-isopropoxypropan-2-yl oleate		1-((fluoro(methyl)phosphoryl)oxy)-3-isopropoxypropan-2-yl oleate					
1-(1- pentyl-1H-indol-3-yl)-2-(2-methoxyphenyl)ethanone		1-(1- pentyl-1H-indol-3-yl)-2-(2-methoxyphenyl)ethanone					
1-(1-(4-fluorophenyl)ethyl)-3-((3-methoxy-4-(4-methyl-1H-imidazol-1-yl)phenyl)methylene)-2-piperidinone		1-(1-(4-fluorophenyl)ethyl)-3-((3-methoxy-4-(4-methyl-1H-imidazol-1-yl)phenyl)methylene)-2-piperidinone					
1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine		1-(1-(imidazo(1,2-a)pyridin-6-yl)ethyl)-6-(1-methyl-1H-pyrazol-4-yl)-1H-(1,2,3)triazolo(4,5-b)pyrazine					
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea		1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea					
1-(1-dimethylaminomethyl-5-methoxybenzocyclobutan-1-yl)cyclohexanol		1-(1-dimethylaminomethyl-5-methoxybenzocyclobutan-1-yl)cyclohexanol					
1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea		1-(1-methanesulfonylpiperidin-4-yl)-3-(4-trifluoromethoxyphenyl)urea					
1-(1-methylethyl)-4-((1-(6-(trifluoromethyl)-3-pyridinyl)-4-piperidinyl)carbonyl)hexahydro-1H-1,4-diazepine		1-(1-methylethyl)-4-((1-(6-(trifluoromethyl)-3-pyridinyl)-4-piperidinyl)carbonyl)hexahydro-1H-1,4-diazepine					
1-(1-naphthyl)piperazine	57536-86-4	1-(1-Naphthyl)piperazine	57536-86-4	FJ7MR37A24			
1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone		1-Pentyl-3-(2-methylphenylacetyl)indole	864445-39-6	55H9NDH32M			
1-(1-propynyl)pyrene		1-(1-propynyl)pyrene					
1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane		1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane					
1-(1'-(2-methylbenzyl)-1,4'-bipiperidin-4-yl)-1H-benzo(d)imidazol-2-(3H)-one		1-(1'-(2-methylbenzyl)-1,4'-bipiperidin-4-yl)-1H-benzo(d)imidazol-2-(3H)-one					
1-(1H-indol-3-yl)-3-(3H-indol-3-ylidene)propan-2-one		1-(1H-indol-3-yl)-3-(3H-indol-3-ylidene)propan-2-one					
1-(1H-indol-3-yl)-9H-pyrido(3,4-b)indole		1-(1h-Indol-3-yl)-9h-pyrido[3,4-b]indole					
1-(2 (diphenylmethoxy)ethyl)-4-(3-phenylpropyl)piperazine		1-[2-(Diphenylmethoxy)ethyl]-4-(3-phenylpropyl)piperazine	76778-22-8	9J9974WIBA	Dopamine Uptake Inhibitors	Drugs that block the transport of DOPAMINE into axon terminals or into storage vesicles within terminals. Most of the ADRENERGIC UPTAKE INHIBITORS also inhibit dopamine uptake. (See all compounds classified as Dopamine Uptake Inhibitors.)	
1-(2-((1-ethoxycarbonyloxyethoxycarbonylmethyl)carbamoyl)-3-phenylpropyldisulfanylmethyl)-3-methylsulfanylpropylamine		1-(2-((1-ethoxycarbonyloxyethoxycarbonylmethyl)carbamoyl)-3-phenylpropyldisulfanylmethyl)-3-methylsulfanylpropylamine					
1-(2-(1-adamantyl)ethyl)-1-pentyl-3-(3-(4-pyridyl)propyl)urea		1-(2-(1-Adamantyl)ethyl)-1-pentyl-3-(3-(4-pyridyl)propyl)urea	379262-36-9				
1-(2-(2-(3,4-dichlorophenyl)-4-(3,4,5-trimethoxybenzoyl)morpholin-2-yl)ethyl)spiro(benzo(c)thiophene-1(3H),4'-piperidine)-2-oxide		1-(2-(2-(3,4-dichlorophenyl)-4-(3,4,5-trimethoxybenzoyl)morpholin-2-yl)ethyl)spiro(benzo(c)thiophene-1(3H),4'-piperidine)-2-oxide					
1-(2-(2-thienyl)-2-adamantyl) morpholine		1-(2-(2-thienyl)-2-adamantyl) morpholine					
1-(2-(3-(4-methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole	130495-35-1	1-(2-(3-(4-Methoxyphenyl)propoxy)-4-methoxyphenylethyl)-1H-imidazole hydrochloride	130495-35-1	33BI32858P	Platelet Aggregation Inhibitors	Drugs or agents which antagonize or impair any mechanism leading to blood platelet aggregation, whether during the phases of activation and shape change or following the dense-granule release reaction and stimulation of the prostaglandin-thromboxane system. (See all compounds classified as Platelet Aggregation Inhibitors.)	
1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol	127003-40-1	1-(Dimethylamino)-3-[2-[2-(4-methoxyphenyl)ethyl]phenoxy]propan-2-ol	127003-40-1				
1-(2-(3,4-dichlorophenyl)ethyl)-4-methylpiperazine		1-[2-(3,4-Dichlorophenyl)ethyl]-4-methylpiperazine	150208-28-9				
1-(2-(diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine	67469-57-2	1-(2-(Diphenylmethoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine	67469-57-2	96Y892TJ2A	Dopamine Uptake Inhibitors	Drugs that block the transport of DOPAMINE into axon terminals or into storage vesicles within terminals. Most of the ADRENERGIC UPTAKE INHIBITORS also inhibit dopamine uptake. (See all compounds classified as Dopamine Uptake Inhibitors.)	
1-(2-amino-3-methyl-butyryl)-azetidine-2-carbonitrile		1-(2-amino-3-methyl-butyryl)-azetidine-2-carbonitrile					
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea		1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea					
1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one		1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one					
1-(2-chloroethyl)-1-nitrosourea	2365-30-2	1-(2-Chloroethyl)-1-nitrosourea	2365-30-2	HP3XC9MWW5			
1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole		1-(2-cyano-3,12-dioxooleana-1,9-dien-28-oyl) imidazole					
1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole		1-(2-Cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole	1345970-42-4	11030I5W3R			
1-(2-fluorophenyl)-3-(2-(morpholin-2-yl)ethyl)-1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide		1-(2-fluorophenyl)-3-(2-(morpholin-2-yl)ethyl)-1,3-dihydro-2,1,3-benzothiadiazole 2,2-dioxide					
1-(2-hydroxyethyl)-1-nitrosourea	13743-07-2	1-(2-Hydroxyethyl)-1-nitrosourea	13743-07-2	AFH8YZH5PM			
1-(2-methoxy-phenyl)-4-(4-(4-(6-imidazol(2,1-b) thiazolyl)-phenoxy)-butyl-4-(14)C)-piperazine dimethane		Imidazo(2,1-b)thiazole, 6-(4-(4-(4-(2-methoxyphenyl)-1-piperazinyl)butoxy)phenyl)-	207277-37-0				
1-(2-methoxyphenyl)-4-(4-(2-phthalimido)butyl)piperazine	115338-32-4	2-(4-(4-(2-Methoxyphenyl)piperazin-1-yl)butyl)isoindoline-1,3-dione hydrobromide	115338-32-4	919U0E9M3P	Serotonin Antagonists	Drugs that bind to but do not activate serotonin receptors, thereby blocking the actions of serotonin or SEROTONIN RECEPTOR AGONISTS. (See all compounds classified as Serotonin Antagonists.)	
1-(2-methoxyphenyl)piperazine	35386-24-4	1-(2-Methoxyphenyl)piperazine	35386-24-4	81NJO1330A			
1-(2-methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline		1-(2-Methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline	220853-65-6	V5N6VD2H8S	Proton Pump Inhibitors	Compounds that inhibit H(+)-K(+)-EXCHANGING ATPASE. They are used as ANTI-ULCER AGENTS and sometimes in place of HISTAMINE H2 ANTAGONISTS for GASTROESOPHAGEAL REFLUX. (See all compounds classified as Proton Pump Inhibitors.)	
1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea		1-(2-Methylbenzo[d]oxazol-6-yl)-3-(1,5-naphthyridin-4-yl)urea	249889-64-3				
1-(2-thienyl)-2-(methylamino)propane		1-(2-thienyl)-2-(methylamino)propane					
1-(2-trifluoromethoxyphenyl)-2-nitroethanone		1-(2-trifluoromethoxyphenyl)-2-nitroethanone					
1-(2-trifluoromethylphenyl)imidazole	25371-96-4	1-(2-Trifluoromethylphenyl)imidazole	25371-96-4				
1-(2,3-dichlorobenzoyl)-5-methoxy-2-methyl-(2-(mopholin-4-yl)ethyl)-1H-indole		1-(2,3-dichlorobenzoyl)-5-methoxy-2-methyl-(2-(mopholin-4-yl)ethyl)-1H-indole					
1-(2,3-dihydro-1,4-benzodioxin-5-yl)-4-((5-(4-fluorophenyl)-3-pyridinyl)methyl)piperazine		Adoprazine	222551-17-9	7SNB18Q89D			
1-(2,3-dihydrobenzo(b)(1,4)dioxin-6-yl)-4-((6-fluoropyridin-3-yl)methyl)piperazine		1-(2,3-dihydrobenzo(b)(1,4)dioxin-6-yl)-4-((6-fluoropyridin-3-yl)methyl)piperazine					
1-(2,4-dichlorobenzyl)indazole-3-carbohydrazide		1-(2,4-dichlorobenzyl)-1H-indazole-3-carbohydrazide	252025-52-8	VZT8V72829			
1-(2,6-dimethylphenoxy)-2-(3,4-dimethoxyphenylethylamino)propane	113346-50-2	1-(2,6-Dimethylphenoxy)-2-(3,4-dimethoxyphenylethylamino)propane	113346-50-2				
1-(3-((2-(dimethylamino)ethyl)carbamoyl)phenyl)-3-(4-(bis(2-chloroethyl)amino)phenyl)urea		1-(3-((2-(dimethylamino)ethyl)carbamoyl)phenyl)-3-(4-(bis(2-chloroethyl)amino)phenyl)urea					
1-(3-((4-(2-fluorophenyl)piperazin-1-yl)methyl)-4-methoxyphenyl)-2,3,4,9-tetrahydro-1H-pyrido(3,4-b)indole-3-carboxylic acid		1-(3-((4-(2-fluorophenyl)piperazin-1-yl)methyl)-4-methoxyphenyl)-2,3,4,9-tetrahydro-1H-pyrido(3,4-b)indole-3-carboxylic acid					
1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate		1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate					
1-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-3,4-dihydro-5-methoxy-2(1H)-quinolinone		1-(3-(4-(3-Chlorophenyl)-1-piperazinyl)propyl)-5-methoxy-3,4-dihydro-2-quinolinone	145969-30-8	1981OTB4DS			Investigated for use/treatment in bulimia, depression, and obsessive-compulsive disorders.
1-(3-(4-phenoxyphenoxy)-2-oxopropyl)indole-5-carboxylic acid		1-(3-(4-phenoxyphenoxy)-2-oxopropyl)indole-5-carboxylic acid					
1-(3-(5-(1,2,4-triazol-4-yl)-1H-indol-3-yl)propyl)-4-(2-(3-fluorophenyl)ethyl)piperazine		1-(3-(5-(1,2,4-triazol-4-yl)-1H-indol-3-yl)propyl)-4-(2-(3-fluorophenyl)ethyl)piperazine	188400-51-3	HY4LUL3MKS	Serotonin Receptor Agonists	Endogenous compounds and drugs that bind to and activate SEROTONIN RECEPTORS. Many serotonin receptor agonists are used as ANTIDEPRESSANTS; ANXIOLYTICS; and in the treatment of MIGRAINE DISORDERS. (See all compounds classified as Serotonin Receptor Agonists.)	
1-(3-(trifluoromethyl)pyridin-2-yl)-N-(4-(trifluoromethylsulfonyl)phenyl)-1,2,3,6-tetrahydropyridine-4-carboxamide		3'-(Trifluoromethyl)-N-(4-((trifluoromethyl)sulfonyl)phenyl)-3,6-dihydro-2H-[1,2'-bipyridine]-4-carboxamide	824982-41-4	LB160J37HD			
1-(3-benzyl-2-imino-2,3-dihydro-1H-benzo(d)imidazol-1-yl)-3-(p-tolyloxy)propan-2-ol		1-(3-benzyl-2-imino-2,3-dihydro-1H-benzo(d)imidazol-1-yl)-3-(p-tolyloxy)propan-2-ol					
1-(3-chlorophenyl)biguanide	48144-44-1	m-Chlorophenylbiguanide	48144-44-1	910A4X901V	Serotonin Receptor Agonists	Endogenous compounds and drugs that bind to and activate SEROTONIN RECEPTORS. Many serotonin receptor agonists are used as ANTIDEPRESSANTS; ANXIOLYTICS; and in the treatment of MIGRAINE DISORDERS. (See all compounds classified as Serotonin Receptor Agonists.)	
1-(3-chlorophenyl)piperazine	6640-24-0	1-(3-Chlorophenyl)piperazine	6640-24-0	REY0CNO998	Serotonin Receptor Agonists	Endogenous compounds and drugs that bind to and activate SEROTONIN RECEPTORS. Many serotonin receptor agonists are used as ANTIDEPRESSANTS; ANXIOLYTICS; and in the treatment of MIGRAINE DISORDERS. (See all compounds classified as Serotonin Receptor Agonists.)	
1-(3-trifluoromethylphenyl)piperazine	15532-75-9	1-[3-(Trifluoromethyl)phenyl]piperazine	15532-75-9	25R3ONU51C	Serotonin Receptor Agonists	Endogenous compounds and drugs that bind to and activate SEROTONIN RECEPTORS. Many serotonin receptor agonists are used as ANTIDEPRESSANTS; ANXIOLYTICS; and in the treatment of MIGRAINE DISORDERS. (See all compounds classified as Serotonin Receptor Agonists.)	
1-(3,4-dihydro-6,7-dimethoxy-2(1H)-isoquinolinyl)-3,3-dimethyl-2-((4-pyridinylmethyl)amino)-1-butanone		1-(3,4-dihydro-6,7-dimethoxy-2(1H)-isoquinolinyl)-3,3-dimethyl-2-((4-pyridinylmethyl)amino)-1-butanone					
1-(3,4-dihydroxyphenyl)-2-thiocyanate-ethanone		2-(3,4-Dihydroxyphenyl)-2-oxoethyl thiocyanate	101714-41-4				
1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one		1-(3,4-Dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one					
1-(3',4'-dichloro-2-fluoro(1,1'-biphenyl)-4-yl)cyclopropanecarboxylic acid		1-(3',4'-Dichloro-2-fluoro(1,1'-biphenyl)-4-yl)cyclopropanecarboxylic acid	749269-83-8	C35RF1MWQZ	Gamma Secretase Inhibitors and Modulators	Agents that suppress GAMMA-SECRETASE by inhibiting or modulating its activities. Targeted enzymatic activities include its involvement in accumulation of toxic AMYLOID BETA-PEPTIDES (e.g., A&#x3B2;42) in ALZHEIMER DISEASE and activation of NOTCH RECEPTOR mediated SIGNAL PATHWAYS in certain cancer types. (See all compounds classified as Gamma Secretase Inhibitors and Modulators.)	
1-(3',4',5'-trimethoxyphenyl)-3-(3'',4''-dimethoxy-2'-hydroxyphenyl)propane		1-(3',4',5'-trimethoxyphenyl)-3-(3'',4''-dimethoxy-2'-hydroxyphenyl)propane					
1-(3',5'-dihydroxyphenoxy)-7-(2'',4'',6''-trihydroxyphenoxy)-2,4,9-trihydroxydibenzo-1,4,-dioxin		1-(3',5'-dihydroxyphenoxy)-7-(2'',4'',6''-trihydroxyphenoxy)-2,4,9-trihydroxydibenzo-1,4,-dioxin					
1-(4-((2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholinothieno(3,2-d)pyrimidin-6-yl)methyl)piperazin-1-yl)-2-hydroxypropan-1-one		1-(4-((2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholinothieno(3,2-d)pyrimidin-6-yl)methyl)piperazin-1-yl)-2-hydroxypropan-1-one					
1-(4-((4-phenyl-5-trifluoromethyl-2-thienyl)methoxy)benzyl)azetidine-3-carboxylic acid		1-(4-((4-phenyl-5-trifluoromethyl-2-thienyl)methoxy)benzyl)azetidine-3-carboxylic acid					
1-(4-(1,1-dimethylheptyl)-2,6-dimethoxyphenyl)-3-methylcyclohexanol		1-(4-(1,1-dimethylheptyl)-2,6-dimethoxyphenyl)-3-methylcyclohexanol					
1-(4-(2-(bis(4-fluorophenyl)methoxy)ethyl)piperazinyl)-3-phenylpropan-2-ol		1-(4-(2-(bis(4-fluorophenyl)methoxy)ethyl)piperazinyl)-3-phenylpropan-2-ol					
1-(4-(2-(diphenylmethoxy)ethyl)piperazinyl)-3-phenylpropan-2-ol		1-(4-(2-(diphenylmethoxy)ethyl)piperazinyl)-3-phenylpropan-2-ol					
1-(4-(4-(3,3-dibutyl-7-(dimethylamino)-2,3,4,5-tetrahydro-4-hydroxy-1,1-dioxido-1-benzothiepin-5-yl)phenoxy)butyl)-4-aza-1-azoniabicyclo(2.2.2)octane		1-(4-(4-(3,3-dibutyl-7-(dimethylamino)-2,3,4,5-tetrahydro-4-hydroxy-1,1-dioxido-1-benzothiepin-5-yl)phenoxy)butyl)-4-aza-1-azoniabicyclo(2.2.2)octane					
1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one		1-(4-(4-propionylpiperazin-1-yl)-3-(trifluoromethyl)phenyl)-9-(quinolin-3-yl)benzo(h)(1,6)naphthyridin-2(1H)-one					
1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone		1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone					
1-(4-(benzothiazol-2-yloxy)benzyl)piperidine-4-carboxylic acid		1-(4-(Benzothiazol-2-yloxy)benzyl)piperidine-4-carboxylic acid	841202-16-2	7W7511NPF8			
1-(4-(furo(2,3-b)quinolin-4-ylamino)phenyl)ethanone		1-(4-(furo(2,3-b)quinolin-4-ylamino)phenyl)ethanone					
1-(4-(octahydropyrido(1,2-a)pyrazin-2-yl)phenyl)-2-phenyl-1,2,3,4-tetrahydroisoquinolin-6-ol		1-(4-(octahydropyrido(1,2-a)pyrazin-2-yl)phenyl)-2-phenyl-1,2,3,4-tetrahydroisoquinolin-6-ol					
1-(4-bromophenylaminocarbonyl)-4,5-diphenyl-3-pyrazolidinone	138932-35-1	1-(4-Bromophenylaminocarbonyl)-4,5-diphenyl-3-pyrazolidinone	138932-35-1				
1-(4-carbamoylpyridinium)-4-(4-hydroxyiminomethylpyridinium)but-2-ene		1-(4-carbamoylpyridinium)-4-(4-hydroxyiminomethylpyridinium)but-2-ene					
1-(4-chlorobenzoyl)-5-methoxy-1H-indole-3-acetic acid morpholineamide		1-(4-chlorobenzoyl)-5-methoxy-1H-indole-3-acetic acid morpholineamide					
1-(4-chlorobenzoyl)-5-methoxy-2-1H-indole-3-acetic acid 3-(nitrooxymethyl)phenyl ester		1-(4-chlorobenzoyl)-5-methoxy-2-1H-indole-3-acetic acid 3-(nitrooxymethyl)phenyl ester					
1-(4-chlorophenyl)-3-(3-(4-chlorophenyl)-5,5-dimethyl-1-(3-(5-nitrofuran-2-yl)allyldienehydrazinocarbonylmethyl)-2-oxoimidazolidin-4-yl)-1-hydroxyurea		1-(4-chlorophenyl)-3-(3-(4-chlorophenyl)-5,5-dimethyl-1-(3-(5-nitrofuran-2-yl)allyldienehydrazinocarbonylmethyl)-2-oxoimidazolidin-4-yl)-1-hydroxyurea					
1-(4-chlorophenyl)-3-(3-(6-pyrrolidin-1-ylpyridin-2-yl)phenyl)urea		Psncbam-1	877202-74-9	P34SC5V6W2			
1-(4-chlorophenyl)-benzo-2,5-quinone		1-(4-chlorophenyl)-benzo-2,5-quinone					
1-(4-chlorophenyl)piperazine	38212-33-8	1-(4-Chlorophenyl)piperazine	38212-33-8	FMD47JE5C3			
1-(4-dimethylaminomethylphenyl)-8,9-dihydro-7H-2,7,9a-benzo(cd)azulen-6-one		1-(4-dimethylaminomethylphenyl)-8,9-dihydro-7H-2,7,9a-benzo(cd)azulen-6-one					
1-(4-ethoxyphenyl)-3-(4-nitrophenyl)-prop-2-en-1-one		1-(4-ethoxyphenyl)-3-(4-nitrophenyl)-prop-2-en-1-one					
1-(4-ethylphenyl-)-N-((2-methoxyphenyl)methyl) propane-2-amine		1-(4-ethylphenyl-)-N-((2-methoxyphenyl)methyl) propane-2-amine					
1-(4-ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane	108614-26-2	1-(4-Ethynylphenyl)-4-propyl-2,6,7-trioxabicyclo(2.2.2)octane	108614-26-2	VGI6L0G4CG	Insecticides	Pesticides designed to control insects that are harmful to man. The insects may be directly harmful, as those acting as disease vectors, or indirectly harmful, as destroyers of crops, food products, or textile fabrics. (See all compounds classified as Insecticides.)	
1-(4-fluorobenzoyl)-3-(((6-methoxy-2-naphthyl)oxy)methyl)azetidine-3-carboxylic acid		1-(4-Fluorobenzoyl)-3-[(6-methoxynaphthalen-2-yl)oxymethyl]azetidine-3-carboxylic acid	1078166-57-0	I7Z38E70VF			
1-(4-hydroxyiminomethylpyridinium)-3-(carbamoylpyridinium) propane dibromide		1-(4-hydroxyiminomethylpyridinium)-3-(carbamoylpyridinium) propane dibromide					
1-(4-hydroxyiminomethylpyridinium)-3-pyridiniumpropane		1-(4-hydroxyiminomethylpyridinium)-3-pyridiniumpropane					
1-(4-hydroxyiminomethylpyridinium)-4-(4-carbamoylpyridinium)butane		1-(4-hydroxyiminomethylpyridinium)-4-(4-carbamoylpyridinium)butane					
1-(4-hydroxyphenyl)-1,2-diphenyl-1-butene	68684-63-9	1,2-Diphenyl-1-(4-hydroxyphenyl)but-1-ene	68684-63-9				
1-(4-methoxyphenyl)piperazine		1-(4-Methoxyphenyl)piperazine	38212-30-5	P385M92GYG			
1-(4-methylphenyl)propane-2-amine		1-(4-methylphenyl)propane-2-amine					
1-(4-nitro-2-(trifluoromethyl)phenyl)-4-(3-(trifluoromethyl)phenyl)piperazine		1-(4-nitro-2-(trifluoromethyl)phenyl)-4-(3-(trifluoromethyl)phenyl)piperazine					
1-(5-(2-thenyloxy)-1H-indol-3-yl)propan-2-amine		BW 723C86 hydrochloride	160521-72-2	8JMH6M2ELN			
1-(5-(4-chlorophenyl)-4-(4-pyridinyl)-1H-pyrazol-3-yl)-4-methylpiperazine		1-(5-(4-chlorophenyl)-4-(4-pyridinyl)-1H-pyrazol-3-yl)-4-methylpiperazine					
1-(5-azido-6-chloropyridin-3-ylmethyl)-2-nitroiminoimidazolidine		1-(5-azido-6-chloropyridin-3-ylmethyl)-2-nitroiminoimidazolidine					
1-(5-chloro-1-((2,4-dimethoxyphenyl)sulfonyl)-3-(2-methoxyphenyl)-2-oxo-2,3-dihydro-1H-indol-3-yl)-4-hydroxy-N,N-dimethyl-2-pyrrolidinecarboxamide		Nelivaptan	439687-69-1	3TY57MQ4OA			
1-(5-chloro-2,4-dimethoxyphenyl)-3-(5-methylisoxazol-3-yl)urea		1-(5-Chloro-2,4-dimethoxyphenyl)-3-(5-methylisoxazol-3-yl)urea	501925-31-1	9EZT3PTH2J			
1-(5-chloro-6-(trifluoromethoxy)-1H-benzoimidazol-2-yl)-1H-pyrazole-4-carboxylic acid		Jnj-42041935	1193383-09-3	T4PPL01131			
1-(5-fluoropentyl)-3-(1-naphthoyl)indole		(1-(5-Fluoropentyl)-1H-indol-3-yl)(naphthalen-1-yl)methanone	335161-24-5	TBJ0966F1O			
1-(5-fluoropentyl)-3-(4-methyl-1-naphthoyl)indole		1-(5-fluoropentyl)-3-(4-methyl-1-naphthoyl)indole					
1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine	84477-87-2	1-(5-Isoquinolinesulfonyl)-2-methylpiperazine	84477-87-2	487H9Q0F9N	Enzyme Inhibitors	Compounds or agents that combine with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction. (See all compounds classified as Enzyme Inhibitors.)	
1-(5-isoquinolinylsulfonyl)-3-methylpiperazine	84477-73-6	1-(5-Isoquinolinylsulfonyl)-3-methylpiperazine	84477-73-6		Protein Kinase Inhibitors	Agents that inhibit PROTEIN KINASES. (See all compounds classified as Protein Kinase Inhibitors.)	
1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea		1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea					
1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione	112648-68-7	1-(6-((3-Methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione	112648-68-7		Phosphodiesterase Inhibitors	Compounds which inhibit or antagonize the biosynthesis or actions of phosphodiesterases. (See all compounds classified as Phosphodiesterase Inhibitors.)	
