cas_no	generic_name	pediatric_excl_date	sponser	pediatric_indication	Notes	url	unii_no	indication	pharm_class	pharm_desc	hazard_statements
58581-89-8	Azelastine	3/23/15	Meda	Perennial and seasonal allergic rhinitis	A second period of Pediatric Exclusivity was granted for this moiety.	https://pubchem.ncbi.nlm.nih.gov/compound/2267	ZQI909440X	Intranasal azelastine is indicated for the symptomatic treatment of seasonal allergic rhinitis in patients 5 years and older and for the symptomatic treatment of vasomotor rhinitis in patients 12 years and older. Ophthalmic azelastine solution is indicated for the treatment of itchy eyes associated with allergic conjunctivitis.  As a 0.15% nasal spray, azelastine hydrochloride is also indicated for over-the-counter treatment of allergies in patients aged six years and older.	Bronchodilator Agents	Agents that cause an increase in the expansion of a bronchus or bronchial tubes. (See all compounds classified as Bronchodilator Agents.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H312 (100%): Harmful in contact with skin [Warning Acute toxicity, dermal]; H315 (100%): Causes skin irritation [Warning Skin corrosion/irritation]; H332 (100%): Harmful if inhaled [Warning Acute toxicity, inhalation]; H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H351 (50%): Suspected of causing cancer [Warning Carcinogenicity]; H413 (50%): May cause long lasting harmful effects to aquatic life [Hazardous to the aquatic environment, long-term hazard]
	Azelastine/Fluticasone	3/23/15	Meda	Perennial and seasonal allergic rhinitis							
	Balsalazide	8/23/06	Salix	Ulcerative colitis		https://pubchem.ncbi.nlm.nih.gov/compound/54585			Anti-Inflammatory Agents, Non-Steroidal	Anti-inflammatory agents that are non-steroidal in nature. In addition to anti-inflammatory actions, they have analgesic, antipyretic, and platelet-inhibitory actions. They act by blocking the synthesis of prostaglandins by inhibiting cyclooxygenase, which converts arachidonic acid to cyclic endoperoxides, precursors of prostaglandins. Inhibition of prostaglandin synthesis accounts for their analgesic, antipyretic, and platelet-inhibitory actions; other mechanisms may contribute to their anti-inflammatory effects. (See all compounds classified as Anti-Inflammatory Agents, Non-Steroidal.)	
86541-75-5	Benazepril	7/2/03	Novartis	Hypertension		https://pubchem.ncbi.nlm.nih.gov/compound/5362124	PX47FSF9B3	Benazepril is indicated for the treatment of hypertension. It may be used alone or in combination with thiazide diuretics.	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	
16506-27-7	Bendamustine	5/24/12	Cephalon	Relapsed or refractory acute leukemia		https://pubchem.ncbi.nlm.nih.gov/compound/65628	9266D9P3PQ	Bendamustine is indicated for use in the treatment of chronic lymphocytic leukemia (CLL) and indolent B-cell non-Hodgkin lymphoma (NHL) that has progressed during or within six months of treatment with rituximab or a rituximab-containing regimen.	Antineoplastic Agents, Alkylating	A class of drugs that differs from other alkylating agents used clinically in that they are monofunctional and thus unable to cross-link cellular macromolecules. Among their common properties are a requirement for metabolic activation to intermediates with antitumor efficacy and the presence in their chemical structures of N-methyl groups, that after metabolism, can covalently modify cellular DNA. The precise mechanisms by which each of these drugs acts to kill tumor cells are not completely understood. (From AMA, Drug Evaluations Annual, 1994, p2026) (See all compounds classified as Antineoplastic Agents, Alkylating.)	H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]; H341 (100%): Suspected of causing genetic defects [Warning Germ cell mutagenicity]; H351 (100%): Suspected of causing cancer [Warning Carcinogenicity]; H360 (100%): May damage fertility or the unborn child [Danger Reproductive toxicity]
63659-18-7	Betaxolol	2/28/07	Falcon 	Elevated intraocular pressure	A second period of Pediatric Exclusivity was granted for this moiety (effective 6/07 when it received Hatch-Waxman exclusivity)	https://pubchem.ncbi.nlm.nih.gov/compound/2369	O0ZR1R6RZ2	For the management of hypertension.	Sympatholytics	Drugs that inhibit the actions of the sympathetic nervous system by any mechanism. The most common of these are the ADRENERGIC ANTAGONISTS and drugs that deplete norepinephrine or reduce the release of transmitters from adrenergic postganglionic terminals (see ADRENERGIC AGENTS). Drugs that act in the central nervous system to reduce sympathetic activity (e.g., centrally acting alpha-2 adrenergic agonists, see ADRENERGIC ALPHA-AGONISTS) are included here. (See all compounds classified as Sympatholytics.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H361 (100%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H412 (100%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
	Bezlotoxumab	5/12/23	Merck Sharpe and Dohme	Reduction in recurrence of C. difficile infection (CDI) to patients aged 1 to 18 years.							
90357-06-5	Bicalutamide	9/19/08	AstraZeneca	Gonadotropin-independent precocious puberty in boys with testotoxicosis		https://pubchem.ncbi.nlm.nih.gov/compound/2375	A0Z3NAU9DP	Bicalutamide is indicated in combination with a luteinizing hormone-releasing hormone (LHRH) agonist for the treatment of Stage D2 metastatic carcinoma of the prostate.	Androgen Antagonists	Compounds which inhibit or antagonize the biosynthesis or actions of androgens. (See all compounds classified as Androgen Antagonists.)	H315 (89.71%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (89.71%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]; H360 (10.29%): May damage fertility or the unborn child [Danger Reproductive toxicity]
66722-44-9	Bisoprolol	4/19/00	Lederle	Hypertension		https://pubchem.ncbi.nlm.nih.gov/compound/2405	Y41JS2NL6U	Bisoprolol is indicated for the treatment of mild to moderate hypertension. It may be used off-label to treat heart failure, atrial fibrillation, and angina pectoris.	Adrenergic beta-1 Receptor Antagonists	Drugs that bind to and block the activation of ADRENERGIC BETA-1 RECEPTORS. (See all compounds classified as Adrenergic beta-1 Receptor Antagonists.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H361 (10.79%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H362 (10.79%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H412 (10.79%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]; H302: Harmful if swallowed [Warning Acute toxicity, oral]
128270-60-0	Bivalirudin	6/17/09	The Medicines Company	Use as an anticoagulant in children during percutaneous intravascular procedures for the management of congenital heart disease		https://pubchem.ncbi.nlm.nih.gov/compound/16129704	TN9BEX005G	For treatment of heparin-induced thrombocytopenia and for the prevention of thrombosis. Bivalirudin is indicated for use in patients undergoing percutaneous coronary intervention (PCI), in patients at moderate to high risk acute coronary syndromes due to unstable angina or non-ST segment elevation in whom a PCI is planned.	Antithrombins	Endogenous factors and drugs that directly inhibit the action of THROMBIN, usually by blocking its enzymatic activity. They are distinguished from INDIRECT THROMBIN INHIBITORS, such as HEPARIN, which act by enhancing the inhibitory effects of antithrombins. (See all compounds classified as Antithrombins.)	Not Classified; Reported as not meeting GHS hazard criteria by 1 of 1 companies. For more detailed information, please visit  ECHA C&L website.
	blinatumomab	6/13/23	Amgen 	relapsed B-cell precursor acute lymphoblastic anemia (ALL)							
179324-69-7	Bortezomib	8/14/15	Millennium	Acute lymphocytic leukemia (ALL)		https://pubchem.ncbi.nlm.nih.gov/compound/387447	69G8BD63PP	Bortezomib is indicated for the treatment of adults with multiple myeloma or mantle cell lymphoma.	Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	H300 (90.7%): Fatal if swallowed [Danger Acute toxicity, oral]; H315 (93.02%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (90.7%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H361 (30.23%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H361f (65.12%): Suspected of damaging fertility [Warning Reproductive toxicity]; H372 (95.35%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]; H411 (81.4%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
380843-75-4	Bosutinib	9/13/23	PF Prism, C.V. 	chronic phase Ph+ chronic myelogenous leukemia (CML), newly-diagnosed or resistant or intolerant to prior therapy		https://pubchem.ncbi.nlm.nih.gov/compound/5328940	5018V4AEZ0	Bosutinib is indicated for the treatment of adult and pediatric patients 1 year of age and older with chronic phase Philadelphia chromosome-positive chronic myelogenous leukemia that is newly diagnosed or resistant or intolerant to prior therapy. It is also indicated for the treatment of adult patients with accelerated or blast phase Philadelphia chromosome-positive chronic myelogenous leukemia that is newly diagnosed or resistant or intolerant to prior therapy.	Tyrosine Kinase Inhibitors	Protein kinase inhibitors that inhibit TYROSINE PROTEIN KINASES. (See all compounds classified as Tyrosine Kinase Inhibitors.)	H317 (42.25%): May cause an allergic skin reaction [Warning Sensitization, Skin]; H319 (59.15%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H413 (54.93%): May cause long lasting harmful effects to aquatic life [Hazardous to the aquatic environment, long-term hazard]
	Brentuximab vedotin	11/18/22	Seagen Inc.	"untreated and relapsed or refractory classical Hodgkin
lymphoma (cHL) and systemic anaplastic large cell lymphoma (sALCL)"							
59803-98-4	Brimonidine	10/10/01	Allergan	Lower intraocular pressure		https://pubchem.ncbi.nlm.nih.gov/compound/2435	E6GNX3HHTE	**Opthalmic**  Indicated for lowering intraocular pressure (IOP) in patients with open-angle glaucoma or ocular hypertension as monotherapy or combination product with [brinzolamide].  **Topical**  Indicated for the treatment of persistent (non-transient) facial erythema of rosacea in adults 18 years of age or older.	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	H301 (100%): Toxic if swallowed [Danger Acute toxicity, oral]
138890-62-7	Brinzolamide	6/28/06	Alcon	Elevated intraocular pressure		https://pubchem.ncbi.nlm.nih.gov/compound/68844	9451Z89515	Brinzolamide, either as a standalone agent or in combination with brimonidine, is approved by the FDA for the treatment of elevated intraocular pressure in patients with ocular hypertension or open-angle glaucoma. Brinzolamide is also approved in Europe to be used in combination with timolol to treat the same conditions.	Carbonic Anhydrase Inhibitors	A class of compounds that reduces the secretion of H+ ions by the proximal kidney tubule through inhibition of CARBONIC ANHYDRASES. (See all compounds classified as Carbonic Anhydrase Inhibitors.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]
